Number Name Size Length Width Height OriginalFrameCount SettingFrameCount OriginalFrameRate SettingFrameRate Time
213 bd716d32-2fad-46b3-a93a-f5b4b618deb4.mp4 603118929 1800.0 1920 1080 54000 1800 30.0 1.0 0.77
214 15260985-2664-4bb5-af9c-d65e11ea8bb5.mp4 162334166 576.07 1440 1080 17282 576 30.0 1.0 0.29
215 b1fbc56a-527a-43c7-943a-5651a936ff89.mp4 970760000 1501.0 2880 1440 45030 1501 30.0 1.0 0.65
216 1bc8538b-bf44-48b7-83ed-41efb2af9fbf.mp4 392828641 1325.21 1920 1080 39756 1325 30.0 1.0 0.53
217 25eca07b-a5e2-433e-b7c0-24b5d8e153de.mp4 1015206144 2085.84 1920 1440 62575 2085 30.0 1.0 0.63
218 31a7128f-d22b-4332-b18c-0843b3784429.mp4 8809162 18.43 1920 1080 552 18 30.0 1.0 0.28
219 8d2a49e3-3c7f-4f88-92b2-3b91a20d5646.mp4 1828058169 756.47 2560 1920 22694 756 30.0 1.0 0.48
220 886a3539-ed07-40ee-9197-32ea929588c1.mp4 279166744 568.09 1920 1440 17042 568 30.0 1.0 0.58
221 58192560-1819-4883-8f66-40bbf35c4767.mp4 129887078 199.53 1920 1440 5985 199 30.0 1.0 0.35
222 25d598c5-add6-42b9-a456-0a9067e9b4f2.mp4 707922456 833.03 2560 1920 24990 833 30.0 1.0 0.41
223 1f84d80d-6f8d-4e40-aabb-b33aad3ba594.mp4 1470750507 1141.85 1920 1440 34255 1141 30.0 1.0 0.80
224 e5ab8900-4974-48c8-9c5b-942f645548f1.mp4 354397252 1040.92 1440 1080 31227 1040 30.0 1.0 0.51
225 389eea41-7ac5-4bcb-86c7-5a70f064c44f.mp4 571034103 1800.13 1920 1080 54003 1800 30.0 1.0 0.54
226 04eaeddc-b875-4696-8bc7-e7dfc7012cc7.mp4 1855786457 1594.7 2560 1920 47841 1594 30.0 1.0 0.41
227 b4072935-56a6-4765-bb4d-d5f6bbeb95b9.mp4 196021289 789.57 1440 1080 23687 789 30.0 1.0 0.45
228 f1f66ad3-09d6-447f-baa1-9c0a638fad3b.mp4 353916357 1058.09 1440 1080 31742 1058 30.0 1.0 0.53
229 6806372f-14fd-4003-bf3c-55c981b1bd2a.mp4 433807111 2205.52 1440 1080 66165 2205 30.0 1.0 0.49
230 34590a11-c136-4423-bdc4-c6a45221e546.mp4 270420817 647.92 1440 1080 19437 647 30.0 1.0 0.50
231 79b9f7e3-f1ce-4838-9887-1deeba08e600.mp4 354624186 4022.0299999999997 1440 1080 120660 4022 30.0 1.0 0.62
232 7a416c08-41f5-4e52-b231-e895624ed1f3.mp4 506359189 2920.62 1920 1080 87618 2920 30.0 1.0 0.58
233 7d5f890c-7bb7-4112-a6c5-66d7cd95b375.mp4 156610291 320.37 2560 1920 9611 320 30.0 1.0 0.37
234 b1ac8c7e-6b29-4196-a28b-e4e21b872ede.mp4 668197350 4458.33 1440 1080 133749 4458 30.0 1.0 0.57
235 fb810bce-7c6d-47dd-a268-a9cf37faf3ed.mp4 500946596 1423.03 1920 1080 42690 1423 30.0 1.0 0.57
236 07eacb45-2a2b-40fb-b60d-2acb7e108f34.mp4 936665338 2903.75 1920 1080 87112 2903 30.0 1.0 0.54
237 ffda9477-eb8c-40d9-8439-e356a895a24e.mp4 1868548270 2933.4 1920 1440 88002 2933 30.0 1.0 0.34
238 e7261e4b-c1b8-4e79-a31a-9630bba5fc42.mp4 700296975 1754.73 1920 1080 52641 1754 30.0 1.0 0.55
239 23aeabe2-1e22-40c8-9c6d-89424e5ec4d1.mp4 1443762669 1501.0 2880 1080 45030 1501 30.0 1.0 1.09
240 58aff1ab-21a8-4ba3-a006-8d3bb12b2ccc.mp4 538604647 1911.61 1920 1440 57348 1911 30.0 1.0 0.60
241 9cce57e5-456b-47b8-8386-0882bd840a47.mp4 152526494 2900.51 1440 1080 87015 2900 30.0 1.0 0.56
242 51364391-163c-484c-8de5-122abb5898de.mp4 763934128 1800.13 1920 1080 54003 1800 30.0 1.0 0.32
243 d9162e17-7325-4f1f-8a18-823a796cf2fb.mp4 210180177 914.53 1920 1440 27435 914 30.0 1.0 0.30
244 a51aad8d-8bec-49dd-8b2a-c7654ec85c84.mp4 21075371 207.5 1440 1080 6225 207 30.0 1.0 0.24
245 8974fb34-f02f-4585-8ea3-d9e423803df7.mp4 780485603 943.29 1920 1440 28298 943 30.0 1.0 0.72
246 f8318756-c260-4a35-b5b2-7fa3e74d3b2a.mp4 290594298 1158.53 2560 1920 34755 1158 30.0 1.0 0.41
247 81be6ac3-8fe1-49c1-849f-06aebada2849.mp4 47497788 435.07 1440 1080 13052 435 30.0 1.0 0.21
248 35a7a109-3d08-4b4e-a82a-352bce1be4c4.mp4 494124545 1558.68 1920 1080 46760 1558 30.0 1.0 0.54
249 ea2d095e-f62d-49e2-a3b2-10c056a15331.mp4 84600672 135.03 2560 1920 4050 135 30.0 1.0 0.40
250 66bf8281-f77c-4e37-b9a8-5f2aabf73ef9.mp4 486635300 1221.82 1920 1080 36654 1221 30.0 1.0 0.50
251 c9eaac3f-6de4-4ed9-90c4-6592be97daaf.mp4 1061751991 921.03 2560 1920 27630 921 30.0 1.0 0.40
252 503b03fe-37f1-47cd-b9c9-2aecdb7ed900.mp4 619711550 990.47 1920 1080 29714 990 30.0 1.0 0.37
253 7e7db148-9250-4071-b93e-0add20b5609d.mp4 135281872 532.47 2560 1920 15974 532 30.0 1.0 0.40
254 e9562b74-852d-4106-93ed-c05c9f1f4e74.mp4 454970448 2872.66 1440 1080 86179 2872 30.0 1.0 0.50
255 686cc444-34e8-4154-b9dd-a9d5b7412bc7.mp4 142653392 590.87 1920 1440 17726 590 30.0 1.0 0.31
256 55c7bfcd-e812-4e92-a11d-422cf9a80a51.mp4 4491808944 1300.57 2560 1920 39017 1300 30.0 1.0 0.52
257 7cdce8a6-84d1-4eaf-9dd2-d6cf77f22ee7.mp4 626308783 1427.5 2560 1920 42825 1427 30.0 1.0 0.42
258 73ca092d-c32e-4f5b-bab8-a9306efc33eb.mp4 872172965 882.69 1440 1080 26480 882 30.0 1.0 0.61
259 4d620f82-6792-49eb-8bd4-e831a252c70b.mp4 470862412 968.03 1920 1080 29040 968 30.0 1.0 0.57
260 c8d51f6b-7329-4367-9b24-941fa79794d2.mp4 432320752 4267.13 1440 1080 128013 4267 30.0 1.0 0.61
261 061df4a0-dbe4-4c05-bb44-e7cdc6b235c9.mp4 48412573 136.4 1440 1080 4092 136 30.0 1.0 0.28
262 c2d06df7-5d3a-4116-9edb-f1c81a4f669b.mp4 1015602290 5052.91 1440 1080 151587 5052 30.0 1.0 0.62
263 2bd96ede-bc7b-45e9-bb34-e370c5dffc61.mp4 108498652 309.9 1920 1080 9297 309 30.0 1.0 0.53
264 c50fc6fd-8dd1-4666-b0eb-17dcea8c7a10.mp4 237042480 633.2 2560 1920 18996 633 30.0 1.0 0.39
265 0ca15932-2ede-4802-8f8d-68555c68c0b8.mp4 486831790 1058.07 1440 1080 31742 1058 30.0 1.0 0.46
266 edaf03e3-3021-4140-8434-dc9e744ae492.mp4 1261103274 1863.53 2560 1920 55905 1863 30.0 1.0 0.40
267 e6958f57-5769-46f6-be27-b879059ff2a4.mp4 727467901 1038.4 1920 1080 31152 1038 30.0 1.0 1.07
268 64792a03-b8ea-4fdc-96d8-1e1199b73658.mp4 410990395 1888.43 1920 1080 56652 1888 30.0 1.0 0.55
269 cf3ea533-c5cd-4e29-a72f-7f738a3dea6b.mp4 602837909 1777.47 1920 1440 53324 1777 30.0 1.0 0.33
270 a8552764-45e5-43da-9b99-c2e6cac405be.mp4 835332849 353.63 2560 1920 10608 353 30.0 1.0 0.54
271 2481f41b-fdff-4c32-b273-80c776c8eafd.mp4 123799869 672.23 1440 1080 20166 672 30.0 1.0 0.49
272 89af735b-7c13-4366-befe-efd6cd5402ff.mp4 335490812 1667.39 1440 1080 50021 1667 30.0 1.0 0.55
273 5cb317d2-7c7b-4abf-9342-9bedab770b7f.mp4 105053974 304.97 1440 1080 9149 304 30.0 1.0 0.45
274 bb9b356a-c038-4214-85dd-9039ab41cffc.mp4 561289465 708.03 1920 1440 21240 708 30.0 1.0 0.62
275 5afd7421-fb6b-4c65-a09a-716f79a7a935.mp4 706237995 1163.33 1920 1440 34899 1163 30.0 1.0 0.36
276 53d9589b-c4c2-487b-824b-c59bcb7b1b05.mp4 167989646 221.61 1920 1440 6648 221 30.0 1.0 0.54
277 1e02cef3-e857-48fc-a762-41596e531dcc.mp4 119277988 325.16 1440 1080 9754 325 30.0 1.0 0.47
278 a8025c92-c9fb-4615-aadd-c0622bd513cf.mp4 366580809 742.97 1920 1080 22289 742 30.0 1.0 0.25
279 8f47201d-0398-4442-af65-0dde73284c7f.mp4 525247549 1498.18 1920 1080 44945 1498 30.0 1.0 0.58
280 a869bda3-4649-4b34-af9b-a0346f8c71ea.mp4 532916739 1150.06 1920 1440 34501 1150 30.0 1.0 0.66
281 e3f37c38-bf24-481f-b1c6-8d472fab4290.mp4 1964337186 5784.37 1440 1080 173531 5784 30.0 1.0 0.66
282 bb901275-df12-4d6c-9df8-bec434082a3f.mp4 143543036 966.6 1440 1080 28998 966 30.0 1.0 0.29
283 f323d145-bed9-41ad-94e4-7a9d12db9825.mp4 35115391 618.37 1440 1080 18551 618 30.0 1.0 0.49
284 1c983176-b07a-4a69-ae51-de7829de6b6a.mp4 428828867 1486.56 1920 1080 44596 1486 30.0 1.0 0.52
285 89da8b4f-0b3a-4fba-8c77-58633d8b699b.mp4 2432673626 531.57 2560 1920 15947 531 30.0 1.0 0.46
286 23901008-0d83-4cc7-b96a-edbdb2416a43.mp4 53970554 509.87 1440 1080 15296 509 30.0 1.0 0.44
287 8b64b784-49bd-4491-b564-cb20f83ca4cf.mp4 121454663 1215.82 1440 1080 36474 1215 30.0 1.0 0.50
288 95aa4159-3ad7-46f3-ad1e-c85e6b64659c.mp4 50221166 365.67 1440 1080 10970 365 30.0 1.0 0.47
289 ac456900-56a1-4cdd-b781-63aebe79d902.mp4 508434961 1468.33 1920 1080 44049 1468 30.0 1.0 0.57
290 557b69b3-71f2-4e25-9868-dc68b07dcd1f.mp4 687787667 1800.13 1920 1080 54003 1800 30.0 1.0 0.61
291 ecdc4071-1903-4024-a357-d0082720168e.mp4 750706001 1104.67 1920 1080 33140 1104 30.0 1.0 0.33
292 5c7ca3a9-15c3-44a4-aa8d-9f6ee0e1ead4.mp4 1259505853 3783.47 1920 1080 113504 3783 30.0 1.0 1.42
293 378af037-7200-4d75-8f83-ddc74e1cd2dc.mp4 1069273711 3722.82 1920 1080 111684 3722 30.0 1.0 0.61
294 e7cec6b8-6359-412b-989f-d30464baddac.mp4 9921843 34.13 1920 1080 1023 34 30.0 1.0 0.26
295 25d45c42-2732-4ee8-8248-8e0793c9c102.mp4 768547356 1800.2 1920 1080 54006 1800 30.0 1.0 0.41
296 dd508a2a-1ea7-43d2-805a-8080eeae9985.mp4 326531830 1234.54 1440 1080 37036 1234 30.0 1.0 0.41
297 d752fc52-9592-4cb5-910b-d09bb39261fd.mp4 632450282 1054.48 1440 1080 31634 1054 30.0 1.0 0.43
298 cad25340-62e3-49ad-9709-15c9e413d155.mp4 258876458 554.67 1920 1080 16640 554 30.0 1.0 0.43
299 67407873-e7b2-4bce-9f64-92a22ca3dd49.mp4 74639890 75.3 2560 1920 2259 75 30.0 1.0 0.39
300 8acd0e1a-ff9c-4ace-b574-e2239ca39dc7.mp4 578560544 3708.52 1920 1080 111255 3708 30.0 1.0 0.52
301 5cee04cd-4adb-4a12-a476-1ba1db44865c.mp4 446676642 1413.7 1920 1080 42411 1413 30.0 1.0 0.46
302 3024e27a-237a-4b48-8ea9-b9b16181eaf1.mp4 145072468 1839.57 1920 1080 55187 1839 30.0 1.0 0.44
303 a48f66dc-d07c-4ca9-aa3b-b08ea5802194.mp4 263629722 2066.2 1920 1080 61985 2066 30.0 1.0 0.43
304 1a1e2828-9720-4ff4-82d2-b812029d5649.mp4 684555068 1161.0 2560 1920 34830 1161 30.0 1.0 0.39
305 3b47e163-76ea-4eb5-9a99-afacf6fb41ec.mp4 134241679 1313.67 1440 1080 39410 1313 30.0 1.0 0.21
306 bd41978d-edcd-45e3-af58-e828b8d77c51.mp4 241531193 517.23 1920 1080 15516 517 30.0 1.0 0.21
307 85db9c6a-2846-4c03-b2b2-e472f007afba.mp4 1120530262 1501.15 2880 1080 45034 1501 30.0 1.0 0.48
308 3cabf5c3-7491-4490-b4f1-8c23b20e2848.mp4 366316269 726.13 1920 1080 21783 726 30.0 1.0 0.28
309 ffefe048-8408-4444-83e6-f05a4adcdcf0.mp4 118887709 141.4 1920 1440 4242 141 30.0 1.0 0.32
310 d18ef16d-f803-4387-bb5e-7876f1522a63.mp4 3014558794 1501.0 1440 2880 45030 1501 30.0 1.0 0.43
311 b730fb99-504c-4a36-a43f-f168017c3ac9.mp4 1274050800 3319.0 1920 1440 99570 3319 30.0 1.0 0.61
312 7925ff81-9be2-4ee2-bfb6-f0d8c1608d77.mp4 555189775 1058.09 1440 1080 31742 1058 30.0 1.0 0.43
313 cb307bf2-d795-4615-8a0c-3f8f7f6800b7.mp4 430448386 3527.18 1088 1080 105815 3527 30.0 1.0 0.43
314 07021bcb-d582-4b43-b825-37e14f907829.mp4 64379665 270.38 1440 1080 8111 270 30.0 1.0 0.37
315 a6e931a6-e4ca-40e5-8a2c-c475b8083ba5.mp4 96803713 496.6 2560 1920 14898 496 30.0 1.0 0.33
316 296095cb-629f-4875-b178-7a15edd5b4b0.mp4 226814323 594.97 1920 1080 17849 594 30.0 1.0 0.24
317 3929b4b5-3d36-43d9-ac7e-0690b3b560cb.mp4 332643210 816.7 2560 1920 24501 816 30.0 1.0 0.37
318 89fb42b8-a974-4c62-b5da-478f290d32c1.mp4 176269844 808.87 2560 1920 24266 808 30.0 1.0 0.35
319 0c435c7a-50bb-4d11-9068-77159069468f.mp4 561201434 171.32999999999998 2560 1920 5139 171 30.0 1.0 0.42
320 ad71a786-60a3-4be1-b2fb-fc714e061115.mp4 1500169536 2096.7 3413 1920 62900 2096 30.0 1.0 0.47
321 142746fb-6e53-4772-9d19-e01d234b4d39.mp4 239223353 529.87 2560 1920 15896 529 30.0 1.0 0.89
322 1689d60b-6914-4204-be56-392f5fe6502d.mp4 82373510 210.9 1440 1080 6327 210 30.0 1.0 0.20
323 7696b38a-59d3-4b85-966f-3522f9792966.mp4 404323668 149.82999999999998 2560 1920 4494 149 30.0 1.0 0.45
324 42cb50e9-beec-45f2-83e5-048901ef65d3.mp4 415381198 695.53 1440 1080 20865 695 30.0 1.0 0.25
325 11347764-f16d-43bc-9dae-3f1f046acfc8.mp4 2808341266 6919.4 1920 1080 207582 6919 30.0 1.0 0.30
326 ff5beacb-d664-4865-97f7-da85bee16872.mp4 49157873 191.9 1440 1080 5757 191 30.0 1.0 0.21
327 a45dfce3-426f-4a51-956b-7ad5b5fb0528.mp4 652317991 531.07 1920 1440 15932 531 30.0 1.0 0.31
328 02b5eaa4-537f-4dff-af23-244de91b614a.mp4 274290460 839.07 2560 1920 25172 839 30.0 1.0 0.37
329 03675d44-26f7-4f2f-807c-55e69f983d5a.mp4 227851896 3681.49 1440 1080 110444 3681 30.0 1.0 0.50
330 8d84ee2b-5dcb-4311-9769-a52e7b68d9e1.mp4 164070249 487.97 1920 1080 14639 487 30.0 1.0 0.24
331 a0e2e842-4877-403b-bcd1-e3ae35a36d21.mp4 53350378 493.57 1440 1080 14807 493 30.0 1.0 0.20
332 30b70283-b0ce-4c24-a01d-896af252d70a.mp4 579794110 692.77 1920 1080 20783 692 30.0 1.0 0.46
333 f7a0beb6-b220-40c0-a72d-ec4b79134a73.mp4 158267318 1239.17 1440 1080 37175 1239 30.0 1.0 0.24
334 392f7ceb-9425-40c2-b57b-3dc130f1a3f7.mp4 1554740219 644.43 2560 1920 19332 644 30.0 1.0 0.43
335 c9e6c8c6-6192-4c6b-a430-e5a867f69bd9.mp4 444525829 811.97 1920 1080 24359 811 30.0 1.0 0.51
336 316f1dc1-6e11-4a53-a9ed-1fcb4370dbdf.mp4 120115000 251.63 1920 1440 7548 251 30.0 1.0 0.47
337 62957932-3d57-4f48-b2b8-54b325c05cef.mp4 375533322 708.01 1920 1440 21240 708 30.0 1.0 0.52
338 3b980a7b-b0a9-4672-a8c7-b3c759815b3a.mp4 2217709323 8200.23 1920 1080 246006 8200 30.0 1.0 0.30
339 58aeccfb-3674-48f3-9ca0-511d2bb1c664.mp4 266015047 585.67 1920 1080 17570 585 30.0 1.0 0.47
340 fea524d4-a1b6-466c-ac48-8777c3fd173d.mp4 174282149 766.44 1440 1080 22993 766 30.0 1.0 0.46
341 0b8bba27-40f4-4c13-8513-17666c1361d1.mp4 172381743 422.3 1920 1440 12669 422 30.0 1.0 0.27
342 02bec245-e840-456d-b340-e7108c27dc08.mp4 50944256 464.47 1440 1080 13934 464 30.0 1.0 0.35
343 145b2a5d-3ed9-41e2-b5af-24de3045d7c2.mp4 1510348555 2116.14 1440 1080 63484 2116 30.0 1.0 0.53
344 a4376199-d428-480d-a80d-9706f391920d.mp4 79842077 599.83 1440 1080 17994 599 30.0 1.0 0.21
345 39fe9c98-b205-4565-b9ed-0594285277ad.mp4 340066615 1058.09 1440 1080 31742 1058 30.0 1.0 0.47
346 287c98fa-f0a4-4944-b798-bcae618258d3.mp4 526206769 1800.13 1920 1080 54003 1800 30.0 1.0 0.52
347 0b703793-134a-4889-bc40-c19328d8f7cd.mp4 685828436 4631.32 1440 1080 138939 4631 30.0 1.0 0.57
348 5c2e910c-84e0-4042-b5d6-880a731c3e67.mp4 10314712 128.23 1440 1080 3846 128 30.0 1.0 0.22
349 cca1ae5d-4528-47e9-91c9-282d88f53680.mp4 76509048 243.67 1440 1080 7310 243 30.0 1.0 0.23
350 8ef37a38-c07e-4b18-9741-309a9a7d3f39.mp4 723600305 1058.07 1440 1080 31742 1058 30.0 1.0 0.54
351 b3c6df35-3d0e-4b96-8e1e-16e622c40046.mp4 28129850 67.17 1920 1080 2015 67 30.0 1.0 0.74
352 70f2a750-f403-41b8-aabb-480eb3ab4ed4.mp4 853011416 1675.15 1920 1440 50254 1675 30.0 1.0 0.57
353 f576f1bf-5433-488b-8833-8320f087e72b.mp4 1951388348 1305.29 1920 1440 39158 1305 30.0 1.0 0.66
354 ab5dc330-1bd2-40f2-87c1-dffd374e19a1.mp4 396083930 1672.37 1920 1440 50171 1672 30.0 1.0 0.31
355 c2963b85-2b87-4c70-b97a-d4e14242e811.mp4 3600151837 1063.13 2560 1920 31893 1063 30.0 1.0 0.40
356 24a68dbc-6c60-4bc1-8e24-a4b3bf551538.mp4 488219928 875.8 1440 1080 26274 875 30.0 1.0 0.47
357 094bb63c-2050-4471-88eb-de3b86c26c81.mp4 267448162 669.27 1920 1440 20078 669 30.0 1.0 0.48
358 f0b4024f-e7c5-482c-849b-7671fedea8bf.mp4 158066764 1001.7 1920 1440 30051 1001 30.0 1.0 0.48
359 ed432ff3-54f7-4fb9-9a67-80b4d43a076c.mp4 636513713 855.07 1440 1080 25652 855 30.0 1.0 0.23
360 a4352ec3-fd76-4a34-a25d-328c128719d2.mp4 185312160 711.66 1920 1440 21349 711 30.0 1.0 0.49
361 b1b788b9-5f7f-4f8d-b9eb-951d4bdbbef4.mp4 242794583 532.03 1920 1440 15960 532 30.0 1.0 0.46
362 3cabe3f6-fdf2-4471-8156-72ed546cd1ff.mp4 1305566810 3952.27 1920 1440 118568 3952 30.0 1.0 0.32
363 510d101a-44ba-4fcc-8de8-926681999387.mp4 1318613294 1450.03 2560 1920 43500 1450 30.0 1.0 0.43
364 d36cf2fd-8916-4b69-b7a2-e9743675fb38.mp4 1725767102 4130.5 1440 1080 123915 4130 30.0 1.0 0.23
365 350bb53d-6da1-4c1f-b6a8-3a41d21a9728.mp4 213238070 432.07 1920 1440 12962 432 30.0 1.0 0.51
366 8d928865-5d5f-4b10-b1cb-ef439c5c8ecd.mp4 118515151 1099.3 1440 1080 32979 1099 30.0 1.0 0.22
367 5b3863e7-350e-492e-81c6-16ea0d6a55b0.mp4 6144661 13.1 1920 1440 393 13 30.0 1.0 0.51
368 176e0cc4-f5f3-48a4-9032-7c9c04e003f9.mp4 434687324 2276.91 1920 1440 68307 2276 30.0 1.0 0.54
369 5b0225e8-b81b-42fe-aa08-b0732b46c8bd.mp4 560648213 1156.83 1920 1080 34704 1156 30.0 1.0 0.30
370 c60d8998-5203-40cf-a120-5c6c5ee89118.mp4 30946709 78.8 1920 1080 2364 78 30.0 1.0 0.45
371 690f58f1-f18c-4415-bab0-787c2f83d051.mp4 352898310 708.03 1920 1440 21240 708 30.0 1.0 0.56
372 c4892805-56e3-4509-8a30-55c4fc38e4ac.mp4 13735539 71.3 1440 1080 2139 71 30.0 1.0 0.36
373 508739db-b78f-405c-a0db-e8703466229a.mp4 68128688 127.15 1920 1080 3814 127 30.0 1.0 0.47
374 bfa93638-578f-43a1-b318-173434fa7427.mp4 67728198 59.87 1920 1080 1796 59 30.0 1.0 0.48
375 29ed368e-c5ec-48da-a9a2-40020ec8cb7b.mp4 145584321 250.0 1920 1440 7500 250 30.0 1.0 0.28
376 bef14b04-44c1-49f2-8cdb-be497e0f94e9.mp4 78184907 531.6 1440 1080 15948 531 30.0 1.0 0.24
377 30f78038-4b88-4dd3-be80-4f2fe791f3e1.mp4 26176944 39.1 2560 1920 1173 39 30.0 1.0 0.37
378 fc62f7fb-b3d6-4321-b0a3-d42bcd12d12d.mp4 20774301 74.0 1920 1440 2220 74 30.0 1.0 0.27
379 2c313077-d0c7-4389-9022-8cdca9526b9c.mp4 265903754 710.03 1920 1440 21300 710 30.0 1.0 0.98
380 2eb4b0bf-624d-44e9-8a42-8374c9c623f0.mp4 2861697911 2743.27 2560 1920 82298 2743 30.0 1.0 0.41
381 ce276bd7-f84e-4dbd-9ffc-1f8679f15ee1.mp4 453751182 1058.09 1440 1080 31742 1058 30.0 1.0 0.44
382 87260fa3-5a0d-4ebc-a566-c1ae632bb2f9.mp4 442120207 1460.36 1920 1080 43810 1460 30.0 1.0 0.49
383 ff3319ec-88b0-4bf5-9b15-68b3482609d4.mp4 630057294 2437.27 1920 1440 73118 2437 30.0 1.0 0.30
384 724e9767-e59c-43d4-af7b-6e9139aaaf1b.mp4 270447904 343.55 2880 1080 10306 343 30.0 1.0 0.59
385 b5a74068-ff54-4e33-93e7-207c39287537.mp4 797292133 1800.13 1920 1080 54003 1800 30.0 1.0 0.52
386 73fdfb68-e6f4-43bb-be27-d4ef06872070.mp4 46732522 684.7 1440 1080 20541 684 30.0 1.0 0.45
387 d73f2417-5307-4bb9-adef-b1a9e130d030.mp4 169120454 960.89 1920 1440 28826 960 30.0 1.0 0.48
388 62baa1d3-a742-4d3d-a978-537a7988e13e.mp4 4188198543 3112.21 1440 1080 93366 3112 30.0 1.0 0.56
389 f376a9e2-210d-4cba-a158-faa771cdffb1.mp4 233557916 657.5 1920 1080 19725 657 30.0 1.0 0.53
390 25e093a8-86d5-47e9-b09f-5a8afef85b74.mp4 298936894 708.01 1920 1440 21240 708 30.0 1.0 0.54
391 f149d4b7-9f66-4953-815b-25cd0acaa846.mp4 3057909109 6546.0 1920 1080 196380 6546 30.0 1.0 0.33
392 912a346b-20de-47af-9600-d9d2d38ed369.mp4 281584072 1255.27 1440 1080 37658 1255 30.0 1.0 0.24
393 9a622b20-b234-4237-a3aa-c76b350e82dd.mp4 1370589066 1077.53 1920 1080 32325 1077 30.0 1.0 0.28
394 90d08ffc-4207-4c4e-9932-3754795d03b0.mp4 1286489521 5281.21 1440 1080 158436 5281 30.0 1.0 0.58
395 6ec6a21e-e99c-425e-af59-6e6c5915a2f6.mp4 336918224 1903.36 1920 1080 57100 1903 30.0 1.0 0.46
396 7220ce3a-b740-44db-815d-222d914e2dfd.mp4 481093388 1872.4 1920 1080 56172 1872 30.0 1.0 0.48
397 43748798-890d-4ace-a147-0448d2f29410.mp4 159583168 946.56 1440 1080 28396 946 30.0 1.0 0.41
398 d2770e12-35e6-445e-bfd8-d461749052eb.mp4 841621842 1501.0 2880 1080 45030 1501 30.0 1.0 0.51
399 3f292ce2-fb0d-477e-b6b5-18c6ef38366e.mp4 791347961 2116.14 1440 1080 63484 2116 30.0 1.0 0.55
400 4b285020-fc23-4e14-b645-594111b65a36.mp4 1293267186 813.47 1920 1080 24404 813 30.0 1.0 0.34
401 9ffdb530-718d-4898-aeba-1f7832a4c13b.mp4 72997255 215.23 1440 1080 6456 215 30.0 1.0 0.46
402 a0882cf7-9b53-4143-9ac1-548fe142084a.mp4 43120032 222.17000000000002 1440 1080 6665 222 30.0 1.0 0.25
403 2e509e19-90ec-40f0-904e-2f5d0057ed6a.mp4 419812724 1677.9 1440 1080 50337 1677 30.0 1.0 0.47
404 98172f49-6b2b-4376-8e88-b80f64a2e1f2.mp4 166906593 752.3 1440 1080 22569 752 30.0 1.0 0.61
405 b9e94a37-b272-4b18-b68d-7309e7303d8c.mp4 574584008 1134.27 2560 1920 34028 1134 30.0 1.0 0.36
406 ee3c00d5-9759-43b3-9116-3375227aadfd.mp4 203854361 225.77 1920 1080 6773 225 30.0 1.0 0.30
407 0fd866bf-bce5-44b4-b983-2b34887a16de.mp4 253639386 474.2 1920 1440 14226 474 30.0 1.0 0.55
408 f8e5effa-02da-4d28-aa37-7d11e47882b2.mp4 3080734674 849.2 1920 1440 25476 849 30.0 1.0 0.47
409 9778f10f-7d05-4823-81df-d83dbbcbcd34.mp4 172553430 1058.09 1440 1080 31742 1058 30.0 1.0 0.44
410 4c6c4e0f-9bca-4ff6-a20e-7786c1640eb0.mp4 45081045 88.9 1920 1440 2667 88 30.0 1.0 0.52
411 13cc7b8c-8da9-4931-bb2c-7dbd074aebbd.mp4 207075695 599.7 1920 1080 17991 599 30.0 1.0 0.45
412 f0bd434f-1b03-4448-a87c-517f50f36056.mp4 2512481000 2676.9 2560 1920 80307 2676 30.0 1.0 0.41
413 555f5092-cead-4637-b921-db0f0e50b416.mp4 91397798 243.84 1920 1440 7315 243 30.0 1.0 0.57
414 9dd33177-7d87-41ab-934d-6f680f921d4b.mp4 350776702 1064.13 1440 1080 31923 1064 30.0 1.0 0.45
415 d601a67b-d8da-45dd-b04a-1651a9d7bef3.mp4 446990535 1612.9 1920 1080 48387 1612 30.0 1.0 0.58
416 a3c41b4b-6dc7-4e69-b04b-ca30b4f1c185.mp4 597133608 1848.08 1920 1080 55442 1848 30.0 1.0 0.49
417 ce4aec15-6bfe-423f-bfa6-cf4d470c1af3.mp4 267699538 708.01 1920 1440 21240 708 30.0 1.0 0.54
418 06899020-dca3-4612-92cf-3427d6dac6e3.mp4 4846878602 2665.23 2560 1920 79956 2665 30.0 1.0 0.50
419 cec778f9-9b54-4b67-b013-116378fd7a85.mp4 133668520 239.45 1920 1440 7183 239 30.0 1.0 0.51
420 1efb20de-7aca-4798-a7c2-0e4dc34fb687.mp4 232541019 1540.08 1920 1440 46202 1540 30.0 1.0 0.51
421 93dd0d73-4bba-42b8-a382-18ecec4e3c6f.mp4 6450479 45.23 1440 1080 1356 45 30.0 1.0 0.37
422 0dade985-d0a8-438c-aaf2-ab8d92596f1e.mp4 115411859 284.0 1920 1080 8520 284 30.0 1.0 0.31
423 fd26f13b-87da-4140-854a-575f45f4f048.mp4 476583839 2237.84 1440 1080 67135 2237 30.0 1.0 0.53
424 e47119be-41e8-4fda-94cb-e59aabb2329f.mp4 175507402 1929.8 1440 1080 57894 1929 30.0 1.0 0.24
425 158629ec-b436-4edb-bcdf-60b4fed8674d.mp4 324705493 1414.93 3413 1920 42447 1414 30.0 1.0 0.44
